# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w
1.212988281249999939e-01 8.696044921875000222e-01 6.317382812500000888e-01 4.939453124999999833e-02 1.023222656249999973e+00 -1.857177734375000000e+00
1.209277343749999983e-01 6.813720703125000222e-01 7.502148437500000266e-01 5.021484375000000167e-02 9.652148437499999956e-01 -8.244628906250000000e-01
3.109277343749999867e-01 8.063720703125000222e-01 5.702148437500000888e-01 3.021484374999999778e-02 1.065214843749999973e+00 -1.574462890625000000e+00
4.059277343750000155e-01 7.438720703125000222e-01 6.602148437500000577e-01 6.021484375000000361e-02 1.015214843749999929e+00 -1.199462890625000000e+00
2.159277343750000133e-01 8.688720703125000222e-01 8.402148437500001066e-01 4.021484374999999972e-02 9.152148437500000622e-01 -1.949462890625000000e+00
2.634277343750000000e-01 7.126220703125000222e-01 6.152148437500000178e-01 5.521484375000000611e-02 9.902148437500000178e-01 -1.761962890625000000e+00
4.534277343750000022e-01 8.376220703125000222e-01 7.952148437500000666e-01 3.521484375000000222e-02 8.902148437500000400e-01 -1.011962890625000000e+00
3.584277343749999734e-01 6.501220703125000222e-01 8.852148437500000355e-01 6.521484375000000111e-02 9.402148437499999734e-01 -1.386962890625000000e+00
1.684277343749999989e-01 7.751220703125000222e-01 7.052148437500000977e-01 4.521484375000000416e-02 1.040214843750000062e+00 -6.369628906250000000e-01
1.921777343749999922e-01 7.594970703125000222e-01 8.627148437500000711e-01 3.771484374999999750e-02 1.052714843750000018e+00 -5.432128906250000000e-01
3.821777343750000222e-01 8.844970703125000222e-01 6.827148437500000222e-01 5.771484375000000833e-02 9.527148437500000400e-01 -1.293212890625000000e+00
4.771777343749999956e-01 6.969970703125000222e-01 5.927148437500000533e-01 4.771484374999999944e-02 9.027148437499999956e-01 -9.182128906250000000e-01
2.871777343749999933e-01 8.219970703125000222e-01 7.727148437499999911e-01 6.771484375000000333e-02 1.002714843749999973e+00 -1.668212890625000000e+00
2.396777343750000067e-01 6.657470703125000222e-01 7.277148437500000622e-01 3.271484375000000000e-02 8.777148437499999734e-01 -1.855712890625000000e+00
4.296777343750000089e-01 7.907470703125000222e-01 9.077148437500000000e-01 5.271484375000000389e-02 9.777148437500000622e-01 -1.105712890625000000e+00
3.346777343750000355e-01 7.282470703125000222e-01 8.177148437500000311e-01 4.271484375000000194e-02 1.027714843750000107e+00 -1.480712890625000000e+00
1.446777343750000056e-01 8.532470703125000222e-01 6.377148437499999822e-01 6.271484374999999889e-02 9.277148437500000178e-01 -7.307128906250000000e-01
1.565527343750000022e-01 7.360595703125000222e-01 6.714648437500000400e-01 6.646484375000000222e-02 9.089648437499999734e-01 -1.152587890625000000e+00
3.465527343750000044e-01 8.610595703125000222e-01 8.514648437500000888e-01 4.646484374999999833e-02 1.008964843750000062e+00 -1.902587890625000000e+00
4.415527343749999778e-01 6.735595703125000222e-01 7.614648437500000089e-01 5.646484375000000722e-02 1.058964843750000107e+00 -7.775878906250000000e-01
2.515527343750000311e-01 7.985595703125000222e-01 5.814648437500000711e-01 3.646484375000000333e-02 9.589648437500000178e-01 -1.527587890625000000e+00
2.990527343750000178e-01 7.048095703125000222e-01 8.964648437500000178e-01 6.146484375000000472e-02 1.033964843749999973e+00 -1.340087890625000000e+00
4.890527343750000200e-01 8.298095703125000222e-01 7.164648437500000799e-01 4.146484375000000083e-02 9.339648437499999956e-01 -5.900878906250000000e-01
3.940527343749999911e-01 7.673095703125000222e-01 6.264648437500000000e-01 5.146484375000000278e-02 8.839648437499999512e-01 -1.715087890625000000e+00
2.040527343749999889e-01 8.923095703125000222e-01 8.064648437500000488e-01 3.146484374999999889e-02 9.839648437500000400e-01 -9.650878906250000000e-01
1.803027343749999956e-01 6.579345703125000222e-01 5.589648437499999956e-01 4.396484375000000305e-02 9.964648437500001066e-01 -1.058837890625000000e+00
3.703027343749999978e-01 7.829345703125000222e-01 7.389648437500000444e-01 6.396484375000000000e-02 8.964648437500000178e-01 -1.808837890625000000e+00
4.653027343750000266e-01 7.204345703125000222e-01 8.289648437500000133e-01 3.396484375000000111e-02 9.464648437500000622e-01 -6.838378906250000000e-01
2.753027343749999689e-01 8.454345703125000222e-01 6.489648437500000755e-01 5.396484375000000500e-02 1.046464843750000151e+00 -1.433837890625000000e+00
2.278027343749999822e-01 7.516845703125000222e-01 7.839648437499999734e-01 4.896484375000000056e-02 9.214648437500000400e-01 -1.621337890625000000e+00
4.178027343749999845e-01 8.766845703125000222e-01 6.039648437500000355e-01 6.896484375000000444e-02 1.021464843750000018e+00 -8.713378906250000000e-01
3.228027343750000111e-01 6.891845703125000222e-01 6.939648437500000044e-01 3.896484374999999861e-02 9.714648437499999734e-01 -1.996337890625000000e+00
1.328027343750000089e-01 8.141845703125000222e-01 8.739648437500000533e-01 5.896484375000000944e-02 8.714648437499999956e-01 -1.246337890625000000e+00
1.387402343749999933e-01 7.477783203125000222e-01 5.758398437500000799e-01 3.333984375000000056e-02 1.030839843749999929e+00 -1.363525390625000000e+00
3.287402343749999956e-01 8.727783203125000222e-01 7.558398437500000178e-01 5.333984375000000444e-02 9.308398437500000622e-01 -6.135253906250000000e-01
4.237402343750000244e-01 6.852783203125000222e-01 8.458398437500000977e-01 4.333984375000000250e-02 8.808398437500000178e-01 -1.738525390625000000e+00
2.337402343749999944e-01 8.102783203125000222e-01 6.658398437500000488e-01 6.333984375000001332e-02 9.808398437499999956e-01 -9.885253906250000000e-01
2.812402343750000089e-01 6.540283203125000222e-01 8.008398437500000577e-01 3.833984374999999806e-02 9.058398437500000400e-01 -1.176025390625000000e+00
4.712402343750000111e-01 7.790283203125000222e-01 6.208398437500000089e-01 5.833984375000000888e-02 1.005839843750000018e+00 -1.926025390625000000e+00
3.762402343749999822e-01 7.165283203125000222e-01 7.108398437500000888e-01 4.833984375000000000e-02 1.055839843750000062e+00 -8.010253906250000000e-01
1.862402343749999800e-01 8.415283203125000222e-01 8.908398437500000266e-01 6.833984375000000389e-02 9.558398437499999734e-01 -1.551025390625000000e+00
2.099902343750000011e-01 7.009033203125000222e-01 6.433398437500000844e-01 5.583984375000000666e-02 9.433398437500000178e-01 -1.457275390625000000e+00
3.999902343749999756e-01 8.259033203125000222e-01 8.233398437500000222e-01 3.583984375000000278e-02 1.043339843750000107e+00 -7.072753906250000000e-01
4.949902343750000044e-01 7.634033203125000222e-01 7.333398437500000533e-01 6.583984375000001554e-02 9.933398437500000622e-01 -1.832275390625000000e+00
3.049902343750000022e-01 8.884033203125000222e-01 5.533398437500000044e-01 4.583984374999999778e-02 8.933398437499999734e-01 -1.082275390625000000e+00
2.574902343749999600e-01 7.321533203125000222e-01 8.683398437500000622e-01 5.083984375000000222e-02 1.018339843749999973e+00 -8.947753906250000000e-01
4.474902343750000178e-01 8.571533203125000222e-01 6.883398437500000133e-01 3.083984374999999833e-02 9.183398437499999956e-01 -1.644775390625000000e+00
3.524902343749999889e-01 6.696533203125000222e-01 5.983398437500000444e-01 6.083984375000000416e-02 9.683398437500000400e-01 -5.197753906250000000e-01
1.624902343749999867e-01 7.946533203125000222e-01 7.783398437499999822e-01 4.083984375000000028e-02 1.068339843750000018e+00 -1.269775390625000000e+00
1.506152343749999900e-01 6.774658203125000222e-01 8.345898437500001155e-01 4.958984375000000111e-02 9.745898437500000178e-01 -1.691650390625000000e+00
3.406152343749999645e-01 8.024658203125000222e-01 6.545898437500000666e-01 6.958984375000000500e-02 8.745898437500000400e-01 -9.416503906250000000e-01
4.356152343749999933e-01 7.399658203125000222e-01 5.645898437500000977e-01 3.958984374999999917e-02 9.245898437499999734e-01 -1.316650390625000000e+00
2.456152343749999911e-01 8.649658203125000222e-01 7.445898437500000355e-01 5.958984375000000305e-02 1.024589843750000062e+00 -5.666503906250000000e-01
2.931152343749999778e-01 7.712158203125000222e-01 6.995898437500001066e-01 4.458984375000000361e-02 9.495898437499999956e-01 -7.541503906250000000e-01
4.831152343749999800e-01 8.962158203125000222e-01 8.795898437500000444e-01 6.458984375000001443e-02 1.049589843749999973e+00 -1.504150390625000000e+00
3.881152343750000067e-01 7.087158203125000222e-01 7.895898437500000755e-01 3.458984375000000167e-02 9.995898437500000400e-01 -1.129150390625000000e+00
1.981152343750000044e-01 8.337158203125000222e-01 6.095898437500000266e-01 5.458984375000000555e-02 8.995898437500000622e-01 -1.879150390625000000e+00
1.743652343750000111e-01 7.243408203125000222e-01 7.670898437500000000e-01 6.208984375000000527e-02 8.870898437499999956e-01 -1.972900390625000000e+00
3.643652343750000133e-01 8.493408203125000222e-01 5.870898437500000622e-01 4.208984375000000139e-02 9.870898437499999734e-01 -1.222900390625000000e+00
4.593652343749999867e-01 6.618408203125000222e-01 6.770898437500000311e-01 5.208984375000000333e-02 1.037089843750000018e+00 -1.597900390625000000e+00
2.693652343749999845e-01 7.868408203125000222e-01 8.570898437500000799e-01 3.208984374999999944e-02 9.370898437500000400e-01 -8.479003906250000000e-01
2.218652343749999978e-01 6.930908203125000222e-01 6.320898437499999911e-01 6.708984375000000278e-02 1.062089843750000151e+00 -6.604003906250000000e-01
4.118652343750000000e-01 8.180908203125000222e-01 8.120898437500000400e-01 4.708984374999999889e-02 9.620898437500000622e-01 -1.410400390625000000e+00
3.168652343750000266e-01 7.555908203125000222e-01 9.020898437500000089e-01 5.708984375000000777e-02 9.120898437500000178e-01 -1.035400390625000000e+00
1.268652343749999967e-01 8.805908203125000222e-01 7.220898437500000711e-01 3.708984375000000389e-02 1.012089843750000107e+00 -1.785400390625000000e+00
1.298339843749999889e-01 7.184814453125000222e-01 9.049023437500000044e-01 4.240234375000000167e-02 9.324023437499999734e-01 -1.867431640625000000e+00
3.198339843749999911e-01 8.434814453125000222e-01 7.249023437500000666e-01 6.240234375000000555e-02 1.032402343750000062e+00 -1.117431640625000000e+00
4.148339843750000200e-01 6.559814453125000222e-01 6.349023437500000977e-01 3.240234374999999972e-02 9.824023437500000178e-01 -1.492431640625000000e+00
2.248339843749999900e-01 7.809814453125000222e-01 8.149023437500000355e-01 5.240234375000000361e-02 8.824023437500000400e-01 -7.424316406250000000e-01
2.723339843750000044e-01 6.872314453125000222e-01 6.799023437500000266e-01 4.740234375000000611e-02 1.007402343749999929e+00 -5.549316406250000000e-01
4.623339843750000067e-01 8.122314453125000222e-01 8.599023437499999645e-01 6.740234375000000999e-02 9.074023437500000622e-01 -1.304931640625000000e+00
3.673339843749999778e-01 7.497314453125000222e-01 7.699023437499999956e-01 3.740234374999999722e-02 9.574023437499999956e-01 -9.299316406250000000e-01
1.773339843750000033e-01 8.747314453125000222e-01 5.899023437500000577e-01 5.740234375000000111e-02 1.057402343749999973e+00 -1.679931640625000000e+00
2.010839843749999967e-01 6.716064453125000222e-01 7.924023437500000711e-01 6.990234375000001221e-02 1.044902343750000018e+00 -1.773681640625000000e+00
3.910839843749999711e-01 7.966064453125000222e-01 6.124023437500000222e-01 4.990234375000000139e-02 9.449023437500000400e-01 -1.023681640625000000e+00
4.860839843750000000e-01 7.341064453125000222e-01 7.024023437499999911e-01 5.990234375000000333e-02 8.949023437499999956e-01 -1.398681640625000000e+00
2.960839843749999978e-01 8.591064453125000222e-01 8.824023437500000400e-01 3.990234374999999944e-02 9.949023437500000844e-01 -6.486816406250000000e-01
2.485839843749999833e-01 7.653564453125000222e-01 5.674023437500000933e-01 6.490234375000000777e-02 9.199023437500000178e-01 -8.361816406250000000e-01
4.385839843750000133e-01 8.903564453125000222e-01 7.474023437500000311e-01 4.490234375000000389e-02 1.019902343750000107e+00 -1.586181640625000000e+00
3.435839843749999845e-01 7.028564453125000222e-01 8.374023437500000000e-01 5.490234374999999889e-02 1.069902343750000151e+00 -1.211181640625000000e+00
1.535839843749999822e-01 8.278564453125000222e-01 6.574023437500000622e-01 3.490234375000000194e-02 9.699023437500000622e-01 -1.961181640625000000e+00
1.654589843750000067e-01 7.106689453125000222e-01 6.011523437500000400e-01 3.615234375000000305e-02 8.761523437499999512e-01 -1.539306640625000000e+00
3.554589843750000089e-01 8.356689453125000222e-01 7.811523437500000888e-01 5.615234375000000000e-02 9.761523437500000400e-01 -7.893066406250000000e-01
4.504589843749999822e-01 7.731689453125000222e-01 8.711523437500000577e-01 4.615234375000000500e-02 1.026152343749999973e+00 -1.914306640625000000e+00
2.604589843750000355e-01 8.981689453125000222e-01 6.911523437500000089e-01 6.615234375000000888e-02 9.261523437499999956e-01 -1.164306640625000000e+00
3.079589843750000222e-01 7.419189453125000222e-01 7.361523437500000488e-01 3.115234374999999861e-02 1.051152343750000107e+00 -9.768066406250000000e-01
4.979589843750000244e-01 8.669189453125000222e-01 5.561523437500000000e-01 5.115234375000000250e-02 9.511523437500000178e-01 -1.726806640625000000e+00
4.029589843749999956e-01 6.794189453125000222e-01 6.461523437500000799e-01 4.115234375000000056e-02 9.011523437499999734e-01 -6.018066406250000000e-01
2.129589843749999933e-01 8.044189453125000222e-01 8.261523437500000178e-01 6.115234375000000444e-02 1.001152343750000062e+00 -1.351806640625000000e+00
1.892089843750000000e-01 7.575439453125000222e-01 7.136523437499999734e-01 5.365234375000000472e-02 9.886523437499999956e-01 -1.258056640625000000e+00
3.792089843750000022e-01 8.825439453125000222e-01 8.936523437500000222e-01 3.365234375000000083e-02 8.886523437500000178e-01 -5.080566406250000000e-01
4.742089843749999756e-01 6.950439453125000222e-01 8.036523437500000533e-01 6.365234375000000666e-02 9.386523437500000622e-01 -1.633056640625000000e+00
2.842089843749999734e-01 8.200439453125000222e-01 6.236523437500000044e-01 4.365234375000000278e-02 1.038652343749999929e+00 -8.830566406250000000e-01
2.367089843749999867e-01 6.637939453125000222e-01 8.486523437499999822e-01 5.865234375000000222e-02 9.636523437499999734e-01 -1.070556640625000000e+00
4.267089843749999889e-01 7.887939453125000222e-01 6.686523437500000444e-01 3.865234374999999833e-02 1.063652343750000062e+00 -1.820556640625000000e+00
3.317089843749999600e-01 7.262939453125000222e-01 5.786523437500000755e-01 6.865234375000001110e-02 1.013652343750000018e+00 -6.955566406250000000e-01
1.417089843749999856e-01 8.512939453125000222e-01 7.586523437500000133e-01 4.865234375000000722e-02 9.136523437500000400e-01 -1.445556640625000000e+00
1.357714843750000011e-01 6.520751953125000222e-01 6.855273437500000178e-01 6.427734375000000722e-02 1.066777343750000107e+00 -9.533691406250000000e-01
3.257714843750000311e-01 7.770751953125000222e-01 8.655273437499999556e-01 4.427734375000000333e-02 9.667773437500000178e-01 -1.703369140625000000e+00
4.207714843750000044e-01 7.145751953125000222e-01 7.755273437500000977e-01 5.427734375000000527e-02 9.167773437499999734e-01 -5.783691406250000000e-01
2.307714843750000022e-01 8.395751953125000222e-01 5.955273437500000488e-01 3.427734375000000139e-02 1.016777343750000062e+00 -1.328369140625000000e+00
2.782714843749999889e-01 7.458251953125000222e-01 8.205273437500000266e-01 6.927734374999999778e-02 8.917773437499999512e-01 -1.515869140625000000e+00
4.682714843749999911e-01 8.708251953125000222e-01 6.405273437500000888e-01 4.927734375000000777e-02 9.917773437500000400e-01 -7.658691406250000000e-01
3.732714843750000178e-01 6.833251953125000222e-01 5.505273437500000089e-01 5.927734375000000278e-02 1.041777343749999973e+00 -1.890869140625000000e+00
1.832714843750000155e-01 8.083251953125000222e-01 7.305273437500000577e-01 3.927734374999999889e-02 9.417773437499999956e-01 -1.140869140625000000e+00
2.070214843750000089e-01 7.302001953125000222e-01 6.180273437500000133e-01 4.677734375000000555e-02 9.542773437500000622e-01 -1.234619140625000000e+00
3.970214843750000111e-01 8.552001953125000222e-01 7.980273437500000622e-01 6.677734375000000944e-02 1.054277343750000151e+00 -1.984619140625000000e+00
4.920214843749999845e-01 6.677001953125000222e-01 8.880273437500000311e-01 3.677734374999999667e-02 1.004277343750000107e+00 -8.596191406250000000e-01
3.020214843749999822e-01 7.927001953125000222e-01 7.080273437499999822e-01 5.677734375000000056e-02 9.042773437500000178e-01 -1.609619140625000000e+00
2.545214843749999956e-01 6.989501953125000222e-01 7.530273437500000222e-01 4.177734375000000111e-02 9.792773437499999734e-01 -1.422119140625000000e+00
4.445214843749999978e-01 8.239501953125000222e-01 5.730273437500000844e-01 6.177734375000000500e-02 8.792773437499999956e-01 -6.721191406250000000e-01
3.495214843749999689e-01 7.614501953125000222e-01 6.630273437500000533e-01 3.177734374999999917e-02 9.292773437500000400e-01 -1.797119140625000000e+00
1.595214843749999944e-01 8.864501953125000222e-01 8.430273437499999911e-01 5.177734375000000305e-02 1.029277343750000018e+00 -1.047119140625000000e+00
1.476464843749999978e-01 7.692626953125000222e-01 8.092773437500000444e-01 5.802734375000000167e-02 1.010527343749999973e+00 -6.252441406250000000e-01
3.376464843750000000e-01 8.942626953125000222e-01 6.292773437499999956e-01 3.802734374999999778e-02 9.105273437499999956e-01 -1.375244140625000000e+00
4.326464843749999734e-01 7.067626953125000222e-01 7.192773437500000755e-01 6.802734374999999667e-02 9.605273437500000400e-01 -1.000244140625000000e+00
2.426464843749999989e-01 8.317626953125000222e-01 8.992773437500000133e-01 4.802734375000000666e-02 1.060527343750000018e+00 -1.750244140625000000e+00
2.901464843750000133e-01 6.755126953125000222e-01 5.842773437500000666e-01 5.302734375000000416e-02 9.355273437500000178e-01 -1.937744140625000000e+00
4.801464843750000155e-01 8.005126953125000222e-01 7.642773437500000044e-01 3.302734375000000028e-02 1.035527343750000107e+00 -1.187744140625000000e+00
3.851464843749999867e-01 7.380126953125000222e-01 8.542773437499999734e-01 6.302734375000000611e-02 9.855273437500000622e-01 -1.562744140625000000e+00
1.951464843749999845e-01 8.630126953125000222e-01 6.742773437500000355e-01 4.302734375000000222e-02 8.855273437499999734e-01 -8.127441406250000000e-01
1.713964843749999911e-01 6.911376953125000222e-01 8.767773437500000488e-01 3.052734374999999806e-02 8.980273437500000400e-01 -7.189941406250000000e-01
3.613964843749999933e-01 8.161376953125000222e-01 6.967773437500000000e-01 5.052734375000000194e-02 9.980273437500000178e-01 -1.468994140625000000e+00
4.563964843750000222e-01 7.536376953125000222e-01 6.067773437500000311e-01 4.052734375000000000e-02 1.048027343750000062e+00 -1.093994140625000000e+00
2.663964843749999645e-01 8.786376953125000222e-01 7.867773437500000799e-01 6.052734375000000389e-02 9.480273437499999734e-01 -1.843994140625000000e+00
2.188964843749999778e-01 7.223876953125000222e-01 6.517773437500000711e-01 3.552734375000000250e-02 1.023027343749999929e+00 -1.656494140625000000e+00
4.088964843749999800e-01 8.473876953125000222e-01 8.317773437500000089e-01 5.552734374999999944e-02 9.230273437500000622e-01 -9.064941406250000000e-01
3.138964843750000067e-01 6.598876953125000222e-01 7.417773437500000400e-01 4.552734375000000444e-02 8.730273437500000178e-01 -1.281494140625000000e+00
1.238964843749999906e-01 7.848876953125000222e-01 5.617773437499999911e-01 6.552734375000000833e-02 9.730273437499999956e-01 -5.314941406250000000e-01
1.253808593749999867e-01 7.643798828125000222e-01 6.503710937500000178e-01 4.755859375000000278e-02 8.816210937499999734e-01 -1.041259765625000000e+00
3.153808593749999889e-01 8.893798828125000222e-01 8.303710937499999556e-01 6.755859375000000666e-02 9.816210937500000622e-01 -1.791259765625000000e+00
4.103808593750000178e-01 7.018798828125000222e-01 7.403710937500000977e-01 3.755859375000000083e-02 1.031621093750000107e+00 -6.662597656250000000e-01
2.203808593750000155e-01 8.268798828125000222e-01 5.603710937500000488e-01 5.755859375000000472e-02 9.316210937500000178e-01 -1.416259765625000000e+00
2.678808593750000022e-01 6.706298828125000222e-01 8.753710937500001066e-01 4.255859374999999833e-02 1.056621093750000018e+00 -1.603759765625000000e+00
4.578808593750000044e-01 7.956298828125000222e-01 6.953710937500000577e-01 6.255859375000000222e-02 9.566210937500000400e-01 -8.537597656250000000e-01
3.628808593750000311e-01 7.331298828125000222e-01 6.053710937500000888e-01 3.255859374999999639e-02 9.066210937499999956e-01 -1.978759765625000000e+00
1.728808593750000011e-01 8.581298828125000222e-01 7.853710937500000266e-01 5.255859375000000722e-02 1.006621093749999973e+00 -1.228759765625000000e+00
1.966308593749999944e-01 6.862548828125000222e-01 5.828710937500000133e-01 6.005859375000000000e-02 9.941210937500000178e-01 -1.135009765625000000e+00
3.866308593750000244e-01 8.112548828125000222e-01 7.628710937500000622e-01 4.005859375000000305e-02 8.941210937500000400e-01 -1.885009765625000000e+00
4.816308593749999978e-01 7.487548828125000222e-01 8.528710937500000311e-01 5.005859375000000500e-02 9.441210937499999734e-01 -7.600097656250000000e-01
2.916308593749999956e-01 8.737548828125000222e-01 6.728710937499999822e-01 3.005859374999999764e-02 1.044121093750000062e+00 -1.510009765625000000e+00
2.441308593750000089e-01 7.175048828125000222e-01 8.078710937499999911e-01 6.505859375000000444e-02 9.691210937499999956e-01 -1.322509765625000000e+00
4.341308593750000111e-01 8.425048828125000222e-01 6.278710937500000533e-01 4.505859375000000056e-02 1.069121093749999973e+00 -5.725097656250000000e-01
3.391308593749999822e-01 6.550048828125000222e-01 7.178710937500000222e-01 5.505859375000000250e-02 1.019121093749999929e+00 -1.697509765625000000e+00
1.491308593750000078e-01 7.800048828125000222e-01 8.978710937500000711e-01 3.505859374999999861e-02 9.191210937500000622e-01 -9.475097656250000000e-01
1.610058593750000044e-01 6.628173828125000222e-01 7.741210937500000444e-01 3.380859374999999750e-02 9.253710937500000400e-01 -5.256347656250000000e-01
3.510058593750000067e-01 7.878173828125000222e-01 5.941210937499999956e-01 5.380859375000000833e-02 1.025371093750000018e+00 -1.275634765625000000e+00
4.460058593749999800e-01 7.253173828125000222e-01 6.841210937500000755e-01 4.380859374999999944e-02 9.753710937499999734e-01 -9.006347656250000000e-01
2.560058593749999778e-01 8.503173828125000222e-01 8.641210937500000133e-01 6.380859375000000333e-02 8.753710937499999956e-01 -1.650634765625000000e+00
3.035058593749999645e-01 7.565673828125000222e-01 6.391210937500000355e-01 3.880859375000000194e-02 1.000371093750000107e+00 -1.838134765625000000e+00
4.935058593750000222e-01 8.815673828125000222e-01 8.191210937499999734e-01 5.880859375000000583e-02 9.003710937500000178e-01 -1.088134765625000000e+00
3.985058593749999933e-01 6.940673828125000222e-01 9.091210937500000533e-01 4.880859375000000389e-02 9.503710937500000622e-01 -1.463134765625000000e+00
2.085058593749999911e-01 8.190673828125000222e-01 7.291210937500000044e-01 6.880859375000000777e-02 1.050371093750000151e+00 -7.131347656250000000e-01
1.847558593749999978e-01 7.409423828125000222e-01 8.416210937500000488e-01 5.630859375000000361e-02 1.037871093749999973e+00 -8.068847656250000000e-01
3.747558593750000000e-01 8.659423828125000222e-01 6.616210937500000000e-01 3.630859374999999972e-02 9.378710937499999956e-01 -1.556884765625000000e+00
4.697558593749999734e-01 6.784423828125000222e-01 5.716210937500000311e-01 6.630859375000000555e-02 8.878710937499999512e-01 -1.181884765625000000e+00
2.797558593750000266e-01 8.034423828125000222e-01 7.516210937500000799e-01 4.630859375000000167e-02 9.878710937500000400e-01 -1.931884765625000000e+00
2.322558593749999845e-01 7.096923828125000222e-01 7.066210937500000400e-01 5.130859375000000611e-02 9.128710937499999734e-01 -1.744384765625000000e+00
4.222558593749999867e-01 8.346923828125000222e-01 8.866210937500000888e-01 3.130859375000000222e-02 1.012871093750000062e+00 -9.943847656250000000e-01
3.272558593750000133e-01 7.721923828125000222e-01 7.966210937500000089e-01 6.130859375000000805e-02 1.062871093750000107e+00 -1.369384765625000000e+00
1.372558593750000111e-01 8.971923828125000222e-01 6.166210937500000711e-01 4.130859374999999722e-02 9.628710937500000178e-01 -6.193847656250000000e-01
1.431933593749999956e-01 6.979736328125000222e-01 8.584960937500000222e-01 6.568359375000000500e-02 1.015996093750000107e+00 -1.955322265625000000e+00
3.331933593749999978e-01 8.229736328125000222e-01 6.784960937499999734e-01 4.568359375000000111e-02 9.159960937500000178e-01 -1.205322265625000000e+00
4.281933593750000266e-01 7.604736328125000222e-01 5.884960937500000044e-01 5.568359375000000305e-02 9.659960937500000622e-01 -1.580322265625000000e+00
2.381933593749999967e-01 8.854736328125000222e-01 7.684960937500000533e-01 3.568359374999999917e-02 1.065996093750000151e+00 -8.303222656250000000e-01
2.856933593750000111e-01 7.292236328125000222e-01 7.234960937500000133e-01 6.068359375000000056e-02 9.409960937500000400e-01 -6.428222656250000000e-01
4.756933593750000133e-01 8.542236328125000222e-01 9.034960937500000622e-01 4.068359374999999667e-02 1.040996093750000018e+00 -1.392822265625000000e+00
3.806933593749999845e-01 6.667236328125000222e-01 8.134960937499999822e-01 5.068359375000000555e-02 9.909960937500000844e-01 -1.017822265625000000e+00
1.906933593749999822e-01 7.917236328125000222e-01 6.334960937500000444e-01 3.068359374999999820e-02 8.909960937499999956e-01 -1.767822265625000000e+00
2.144433593750000033e-01 7.448486328125000222e-01 7.459960937500000888e-01 4.318359374999999889e-02 9.034960937500000622e-01 -1.674072265625000000e+00
4.044433593749999778e-01 8.698486328125000222e-01 5.659960937500000400e-01 6.318359375000000278e-02 1.003496093749999929e+00 -9.240722656250000000e-01
4.994433593750000067e-01 6.823486328125000222e-01 6.559960937500000089e-01 3.318359374999999695e-02 1.053496093749999973e+00 -1.299072265625000000e+00
3.094433593750000044e-01 8.073486328125000222e-01 8.359960937500000577e-01 5.318359375000000777e-02 9.534960937499999956e-01 -5.490722656250000000e-01
2.619433593750000178e-01 6.510986328125000222e-01 6.109960937500000799e-01 4.818359375000000333e-02 1.028496093750000062e+00 -7.365722656250000000e-01
4.519433593750000200e-01 7.760986328125000222e-01 7.909960937500000178e-01 6.818359375000000722e-02 9.284960937499999734e-01 -1.486572265625000000e+00
3.569433593749999911e-01 7.135986328125000222e-01 8.809960937500000977e-01 3.818359375000000139e-02 8.784960937500000400e-01 -1.111572265625000000e+00
1.669433593749999889e-01 8.385986328125000222e-01 7.009960937500000488e-01 5.818359375000000527e-02 9.784960937500000178e-01 -1.861572265625000000e+00
1.550683593749999922e-01 7.214111328125000222e-01 5.547460937500000577e-01 5.193359375000000666e-02 1.059746093750000062e+00 -1.439697265625000000e+00
3.450683593750000222e-01 8.464111328125000222e-01 7.347460937500001066e-01 3.193359375000000278e-02 9.597460937499999734e-01 -6.896972656250000000e-01
4.400683593749999956e-01 6.589111328125000222e-01 8.247460937499999645e-01 6.193359375000000167e-02 9.097460937500000400e-01 -1.814697265625000000e+00
2.500683593749999933e-01 7.839111328125000222e-01 6.447460937500000266e-01 4.193359374999999778e-02 1.009746093750000018e+00 -1.064697265625000000e+00
2.975683593750000355e-01 6.901611328125000222e-01 7.797460937500000355e-01 5.693359375000000416e-02 8.847460937500000178e-01 -8.771972656250000000e-01
4.875683593749999822e-01 8.151611328125000222e-01 5.997460937500000977e-01 3.693359375000000028e-02 9.847460937499999956e-01 -1.627197265625000000e+00
3.925683593750000089e-01 7.526611328125000222e-01 6.897460937500000666e-01 6.693359375000000611e-02 1.034746093749999929e+00 -5.021972656250000000e-01
2.025683593750000067e-01 8.776611328125000222e-01 8.697460937500001155e-01 4.693359375000000222e-02 9.347460937500000622e-01 -1.252197265625000000e+00
1.788183593750000133e-01 6.745361328125000222e-01 6.672460937499999911e-01 3.943359375000000250e-02 9.472460937500000178e-01 -1.345947265625000000e+00
3.688183593749999600e-01 7.995361328125000222e-01 8.472460937500000400e-01 5.943359374999999944e-02 1.047246093750000107e+00 -5.959472656250000000e-01
4.638183593749999889e-01 7.370361328125000222e-01 7.572460937500000711e-01 4.943359375000000444e-02 9.972460937500000622e-01 -1.720947265625000000e+00
2.738183593749999867e-01 8.620361328125000222e-01 5.772460937500000222e-01 6.943359375000000833e-02 8.972460937499999734e-01 -9.709472656250000000e-01
2.263183593750000000e-01 7.682861328125000222e-01 8.922460937500000799e-01 3.443359374999999806e-02 9.722460937500000400e-01 -1.158447265625000000e+00
