# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s
2.615722656250000222e-01 7.138427734375000222e-01 7.182226562500000355e-01 4.291015624999999778e-02 9.072070312500000178e-01
4.515722656250000244e-01 8.388427734375000222e-01 8.982226562499999734e-01 6.291015625000001554e-02 1.007207031250000107e+00
3.565722656249999956e-01 6.513427734375000222e-01 8.082226562500001155e-01 3.291015625000000278e-02 1.057207031250000151e+00
1.665722656249999933e-01 7.763427734375000222e-01 6.282226562500000666e-01 5.291015625000000666e-02 9.572070312500000622e-01
1.546972656249999967e-01 6.591552734375000222e-01 6.844726562500000888e-01 5.666015625000000305e-02 8.884570312499999734e-01
3.446972656250000266e-01 7.841552734375000222e-01 8.644726562500000266e-01 3.666015624999999917e-02 9.884570312500000622e-01
4.396972656250000000e-01 7.216552734375000222e-01 7.744726562500000577e-01 6.666015625000000500e-02 1.038457031250000107e+00
2.496972656249999978e-01 8.466552734375000222e-01 5.944726562500000089e-01 4.666015625000000111e-02 9.384570312500000178e-01
2.971972656249999845e-01 7.529052734375000222e-01 9.094726562499999556e-01 5.166015625000000555e-02 1.063457031250000018e+00
4.871972656249999867e-01 8.779052734375000222e-01 7.294726562500000178e-01 3.166015625000000167e-02 9.634570312500000400e-01
3.921972656250000133e-01 6.904052734375000222e-01 6.394726562500000488e-01 6.166015625000000749e-02 9.134570312499999956e-01
2.021972656250000111e-01 8.154052734375000222e-01 8.194726562500000977e-01 4.166015625000000361e-02 1.013457031249999973e+00
1.784472656249999900e-01 7.372802734375000222e-01 5.719726562500000444e-01 3.416015624999999695e-02 9.759570312499999956e-01
3.684472656249999645e-01 8.622802734375000222e-01 7.519726562499999822e-01 5.416015625000000777e-02 8.759570312500000178e-01
4.634472656249999933e-01 6.747802734375000222e-01 8.419726562500000622e-01 4.416015624999999889e-02 9.259570312500000622e-01
2.734472656249999911e-01 7.997802734375000222e-01 6.619726562500000133e-01 6.416015625000000278e-02 1.025957031249999929e+00
2.259472656250000044e-01 7.060302734375000222e-01 7.969726562500000222e-01 3.916015625000000139e-02 9.509570312499999734e-01
4.159472656250000067e-01 8.310302734375000222e-01 6.169726562500000844e-01 5.916015625000000527e-02 1.050957031250000062e+00
3.209472656249999778e-01 7.685302734375000222e-01 7.069726562500000533e-01 4.916015625000000333e-02 1.000957031250000018e+00
1.309472656250000033e-01 8.935302734375000222e-01 8.869726562499999911e-01 6.916015625000000722e-02 9.009570312500000400e-01
1.279785156249999833e-01 7.314208984375000222e-01 6.985351562500000666e-01 5.384765625000000056e-02 1.043144531250000062e+00
3.179785156250000133e-01 8.564208984375000222e-01 8.785351562500001155e-01 3.384765624999999667e-02 9.431445312499999734e-01
4.129785156249999867e-01 6.689208984375000222e-01 7.885351562500000355e-01 6.384765624999999556e-02 8.931445312500000400e-01
2.229785156249999845e-01 7.939208984375000222e-01 6.085351562500000977e-01 4.384765625000000555e-02 9.931445312500000178e-01
2.704785156250000266e-01 7.001708984375000222e-01 8.335351562499999645e-01 5.884765625000000500e-02 9.181445312500000622e-01
4.604785156249999734e-01 8.251708984375000222e-01 6.535351562500000266e-01 3.884765625000000111e-02 1.018144531249999929e+00
3.654785156250000000e-01 7.626708984375000222e-01 5.635351562500000577e-01 6.884765625000000000e-02 1.068144531249999973e+00
1.754785156249999978e-01 8.876708984375000222e-01 7.435351562500001066e-01 4.884765625000000305e-02 9.681445312499999956e-01
1.992285156249999911e-01 6.532958984375000222e-01 6.310351562500000622e-01 3.634765624999999889e-02 9.306445312500000178e-01
3.892285156249999933e-01 7.782958984375000222e-01 8.110351562500000000e-01 5.634765625000000278e-02 1.030644531250000107e+00
4.842285156250000222e-01 7.157958984375000222e-01 9.010351562500000799e-01 4.634765625000000083e-02 9.806445312500000622e-01
2.942285156249999645e-01 8.407958984375000222e-01 7.210351562500000311e-01 6.634765624999999778e-02 8.806445312499999734e-01
2.467285156250000056e-01 7.470458984375000222e-01 7.660351562500000711e-01 3.134765625000000139e-02 1.005644531249999973e+00
4.367285156249999800e-01 8.720458984375000222e-01 5.860351562500000222e-01 5.134765624999999833e-02 9.056445312499999956e-01
3.417285156250000067e-01 6.845458984375000222e-01 6.760351562499999911e-01 4.134765625000000333e-02 9.556445312500000400e-01
1.517285156250000044e-01 8.095458984375000222e-01 8.560351562500000400e-01 6.134765625000000722e-02 1.055644531250000018e+00
1.636035156250000011e-01 6.923583984375000222e-01 7.997851562500000178e-01 6.759765624999999889e-02 9.868945312500000400e-01
3.536035156250000311e-01 8.173583984375000222e-01 6.197851562500000799e-01 4.759765625000000194e-02 8.868945312499999512e-01
4.486035156250000044e-01 7.548583984375000222e-01 7.097851562500000488e-01 5.759765625000000389e-02 9.368945312499999956e-01
2.586035156250000022e-01 8.798583984375000222e-01 8.897851562500000977e-01 3.759765625000000000e-02 1.036894531249999973e+00
3.061035156249999889e-01 7.236083984375000222e-01 5.747851562500000400e-01 6.259765625000000833e-02 9.618945312500000178e-01
4.961035156249999911e-01 8.486083984375000222e-01 7.547851562500000888e-01 4.259765625000000444e-02 1.061894531250000107e+00
4.011035156250000178e-01 6.611083984375000222e-01 8.447851562500000577e-01 5.259765624999999944e-02 1.011894531250000062e+00
2.111035156250000155e-01 7.861083984375000222e-01 6.647851562500000089e-01 3.259765625000000250e-02 9.118945312499999734e-01
1.873535156249999944e-01 7.704833984375000222e-01 8.672851562500000222e-01 4.009765625000000222e-02 8.743945312499999956e-01
3.773535156250000244e-01 8.954833984375000222e-01 6.872851562499999734e-01 6.009765625000000611e-02 9.743945312499999734e-01
4.723535156249999978e-01 7.079833984375000222e-01 5.972851562500000044e-01 3.009765625000000028e-02 1.024394531250000018e+00
2.823535156249999956e-01 8.329833984375000222e-01 7.772851562500000533e-01 5.009765625000000416e-02 9.243945312500000400e-01
2.348535156250000089e-01 6.767333984375000222e-01 6.422851562500000444e-01 4.509765624999999972e-02 1.049394531250000151e+00
4.248535156250000111e-01 8.017333984375000222e-01 8.222851562499999822e-01 6.509765624999999667e-02 9.493945312500000622e-01
3.298535156249999822e-01 7.392333984375000222e-01 7.322851562500000133e-01 3.509765624999999778e-02 8.993945312500000178e-01
1.398535156250000078e-01 8.642333984375000222e-01 5.522851562500000755e-01 5.509765625000000167e-02 9.993945312500001066e-01
1.339160156249999956e-01 6.728271484375000222e-01 8.954101562500000888e-01 3.197265625000000194e-02 9.525195312499999956e-01
3.239160156249999978e-01 7.978271484375000222e-01 7.154101562500000400e-01 5.197265624999999889e-02 1.052519531249999973e+00
4.189160156250000266e-01 7.353271484375000222e-01 6.254101562500000711e-01 4.197265625000000389e-02 1.002519531249999929e+00
2.289160156249999967e-01 8.603271484375000222e-01 8.054101562500000089e-01 6.197265625000000777e-02 9.025195312500000622e-01
2.764160156250000111e-01 7.665771484375000222e-01 6.704101562500000000e-01 3.697265624999999944e-02 9.775195312500000178e-01
4.664160156250000133e-01 8.915771484375000222e-01 8.504101562500000488e-01 5.697265625000000333e-02 8.775195312500000400e-01
3.714160156249999845e-01 7.040771484375000222e-01 7.604101562500000799e-01 4.697265625000000139e-02 9.275195312499999734e-01
1.814160156249999822e-01 8.290771484375000222e-01 5.804101562500000311e-01 6.697265625000001221e-02 1.027519531250000062e+00
2.051660156250000033e-01 7.197021484375000222e-01 7.829101562500000444e-01 5.947265625000000555e-02 1.065019531250000151e+00
3.951660156249999778e-01 8.447021484375000222e-01 6.029101562499999956e-01 3.947265625000000167e-02 9.650195312500000622e-01
4.901660156250000067e-01 6.572021484375000222e-01 6.929101562500000755e-01 6.947265625000001443e-02 9.150195312500000178e-01
3.001660156250000044e-01 7.822021484375000222e-01 8.729101562500000133e-01 4.947265625000000361e-02 1.015019531250000107e+00
2.526660156250000178e-01 6.884521484375000222e-01 5.579101562500000666e-01 5.447265625000000111e-02 8.900195312499999956e-01
4.426660156250000200e-01 8.134521484375000222e-01 7.379101562500000044e-01 3.447265624999999722e-02 9.900195312499999734e-01
3.476660156249999911e-01 7.509521484375000222e-01 8.279101562499999734e-01 6.447265625000000999e-02 1.040019531250000018e+00
1.576660156249999889e-01 8.759521484375000222e-01 6.479101562500000355e-01 4.447265624999999917e-02 9.400195312500000400e-01
1.457910156249999922e-01 7.587646484375000222e-01 6.141601562500000888e-01 4.572265625000000028e-02 8.962695312499999734e-01
3.357910156250000222e-01 8.837646484375000222e-01 7.941601562500000266e-01 6.572265625000001110e-02 9.962695312500000622e-01
4.307910156249999956e-01 6.962646484375000222e-01 8.841601562500001066e-01 3.572265624999999833e-02 1.046269531250000107e+00
2.407910156249999933e-01 8.212646484375000222e-01 7.041601562500000577e-01 5.572265625000000222e-02 9.462695312500000178e-01
2.882910156250000355e-01 6.650146484375000222e-01 7.491601562500000977e-01 4.072265625000000278e-02 1.021269531249999973e+00
4.782910156249999822e-01 7.900146484375000222e-01 5.691601562500000488e-01 6.072265625000000666e-02 9.212695312499999956e-01
3.832910156250000089e-01 7.275146484375000222e-01 6.591601562500000178e-01 3.072265624999999736e-02 8.712695312499999512e-01
1.932910156250000067e-01 8.525146484375000222e-01 8.391601562499999556e-01 5.072265624999999778e-02 9.712695312500000400e-01
1.695410156250000133e-01 7.118896484375000222e-01 7.266601562500000222e-01 6.322265625000000888e-02 1.008769531250000018e+00
3.595410156249999600e-01 8.368896484375000222e-01 9.066601562500000711e-01 4.322265625000000500e-02 9.087695312500000400e-01
4.545410156249999889e-01 7.743896484375000222e-01 8.166601562499999911e-01 5.322265625000000000e-02 9.587695312499999734e-01
2.645410156249999867e-01 8.993896484375000222e-01 6.366601562500000533e-01 3.322265624999999611e-02 1.058769531250000062e+00
2.170410156250000000e-01 7.431396484375000222e-01 8.616601562500000311e-01 6.822265625000001332e-02 9.337695312500000622e-01
4.070410156250000022e-01 8.681396484375000222e-01 6.816601562499999822e-01 4.822265625000000250e-02 1.033769531249999929e+00
3.120410156249999734e-01 6.806396484375000222e-01 5.916601562500000133e-01 5.822265625000000444e-02 9.837695312499999956e-01
1.220410156249999989e-01 8.056396484375000222e-01 7.716601562500000622e-01 3.822265625000000056e-02 8.837695312500000178e-01
1.227832031249999900e-01 6.811279296875000222e-01 7.147070312500000133e-01 6.736328125000000389e-02 9.271289062499999956e-01
3.127832031249999645e-01 8.061279296875000222e-01 8.947070312500000622e-01 4.736328125000000000e-02 1.027128906249999973e+00
4.077832031249999933e-01 7.436279296875000222e-01 8.047070312499999822e-01 5.736328125000000888e-02 9.771289062500000400e-01
2.177832031249999911e-01 8.686279296875000222e-01 6.247070312500000444e-01 3.736328124999999806e-02 8.771289062499999512e-01
2.652832031249999778e-01 7.748779296875000222e-01 8.497070312500000222e-01 6.236328125000000638e-02 1.002128906250000062e+00
4.552832031249999800e-01 8.998779296875000222e-01 6.697070312500000844e-01 4.236328125000000250e-02 9.021289062499999734e-01
3.602832031250000067e-01 7.123779296875000222e-01 5.797070312500000044e-01 5.236328125000000444e-02 9.521289062500000178e-01
1.702832031250000044e-01 8.373779296875000222e-01 7.597070312500000533e-01 3.236328125000000056e-02 1.052128906250000107e+00
1.940332031249999978e-01 7.280029296875000222e-01 6.022070312500000799e-01 4.486328124999999778e-02 1.039628906249999929e+00
3.840332031250000000e-01 8.530029296875000222e-01 7.822070312500000178e-01 6.486328125000001554e-02 9.396289062500000622e-01
4.790332031249999734e-01 6.655029296875000222e-01 8.722070312500000977e-01 3.486328125000000278e-02 8.896289062500000178e-01
2.890332031250000266e-01 7.905029296875000222e-01 6.922070312500000488e-01 5.486328125000000666e-02 9.896289062499999956e-01
2.415332031249999845e-01 6.967529296875000222e-01 7.372070312500000888e-01 4.986328125000000222e-02 9.146289062500000400e-01
4.315332031249999867e-01 8.217529296875000222e-01 5.572070312500000400e-01 6.986328125000000611e-02 1.014628906250000018e+00
3.365332031250000133e-01 7.592529296875000222e-01 6.472070312500000089e-01 3.986328125000000028e-02 1.064628906250000062e+00
1.465332031250000111e-01 8.842529296875000222e-01 8.272070312500000577e-01 5.986328125000000416e-02 9.646289062499999734e-01
1.584082031249999800e-01 7.514404296875000222e-01 7.934570312500000000e-01 5.111328125000000333e-02 8.708789062499999734e-01
3.484082031249999822e-01 8.764404296875000222e-01 6.134570312500000622e-01 3.111328124999999944e-02 9.708789062500000622e-01
4.434082031250000111e-01 6.889404296875000222e-01 7.034570312500000311e-01 6.111328125000000527e-02 1.020878906250000107e+00
2.534082031250000089e-01 8.139404296875000222e-01 8.834570312500000799e-01 4.111328125000000139e-02 9.208789062500000178e-01
3.009082031249999956e-01 6.576904296875000222e-01 5.684570312500000222e-01 5.611328125000000777e-02 1.045878906250000018e+00
4.909082031249999978e-01 7.826904296875000222e-01 7.484570312500000711e-01 3.611328125000000389e-02 9.458789062500000400e-01
3.959082031250000244e-01 7.201904296875000222e-01 8.384570312500000400e-01 6.611328125000000278e-02 8.958789062499999956e-01
2.059082031249999944e-01 8.451904296875000222e-01 6.584570312499999911e-01 4.611328124999999889e-02 9.958789062499999734e-01
1.821582031250000011e-01 7.045654296875000222e-01 9.059570312500000444e-01 3.861328124999999917e-02 9.833789062500000178e-01
3.721582031249999756e-01 8.295654296875000222e-01 7.259570312500001066e-01 5.861328125000000305e-02 8.833789062500000400e-01
4.671582031250000044e-01 7.670654296875000222e-01 6.359570312500000266e-01 4.861328125000000111e-02 9.333789062499999734e-01
2.771582031250000022e-01 8.920654296875000222e-01 8.159570312499999645e-01 6.861328125000000500e-02 1.033378906250000062e+00
2.296582031250000155e-01 7.358154296875000222e-01 6.809570312500000666e-01 3.361328125000000167e-02 9.583789062499999956e-01
4.196582031250000178e-01 8.608154296875000222e-01 8.609570312500001155e-01 5.361328125000000555e-02 1.058378906249999973e+00
3.246582031249999889e-01 6.733154296875000222e-01 7.709570312500000355e-01 4.361328125000000361e-02 1.008378906249999929e+00
1.346582031249999867e-01 7.983154296875000222e-01 5.909570312500000977e-01 6.361328125000001443e-02 9.083789062500000622e-01
1.405957031249999989e-01 7.397216796875000222e-01 8.778320312500000888e-01 4.923828125000000167e-02 1.067753906250000107e+00
3.305957031249999734e-01 8.647216796875000222e-01 6.978320312500000400e-01 6.923828125000000555e-02 9.677539062500000178e-01
4.255957031250000022e-01 6.772216796875000222e-01 6.078320312500000711e-01 3.923828124999999972e-02 9.177539062499999734e-01
2.355957031250000000e-01 8.022216796875000222e-01 7.878320312500000089e-01 5.923828125000000361e-02 1.017753906250000062e+00
2.830957031249999867e-01 7.084716796875000222e-01 6.528320312500000000e-01 4.423828125000000416e-02 8.927539062499999512e-01
4.730957031249999889e-01 8.334716796875000222e-01 8.328320312500000488e-01 6.423828125000000111e-02 9.927539062500000400e-01
3.780957031250000155e-01 7.709716796875000222e-01 7.428320312500000799e-01 3.423828125000000222e-02 1.042753906249999973e+00
1.880957031250000133e-01 8.959716796875000222e-01 5.628320312500000311e-01 5.423828125000000611e-02 9.427539062499999956e-01
2.118457031250000067e-01 6.615966796875000222e-01 8.103320312499999734e-01 6.173828125000000583e-02 9.552539062500000622e-01
4.018457031250000089e-01 7.865966796875000222e-01 6.303320312500000355e-01 4.173828125000000194e-02 1.055253906250000151e+00
4.968457031249999822e-01 7.240966796875000222e-01 7.203320312500000044e-01 5.173828125000000389e-02 1.005253906250000107e+00
3.068457031250000355e-01 8.490966796875000222e-01 9.003320312500000533e-01 3.173828125000000000e-02 9.052539062500000178e-01
2.593457031249999933e-01 7.553466796875000222e-01 5.853320312499999956e-01 6.673828125000000333e-02 9.802539062499999734e-01
4.493457031249999956e-01 8.803466796875000222e-01 7.653320312500000444e-01 4.673828124999999944e-02 8.802539062499999956e-01
3.543457031250000222e-01 6.928466796875000222e-01 8.553320312500000133e-01 5.673828125000000833e-02 9.302539062500000400e-01
1.643457031249999922e-01 8.178466796875000222e-01 6.753320312500000755e-01 3.673828124999999750e-02 1.030253906250000018e+00
1.524707031249999956e-01 6.850341796875000222e-01 6.190820312500000533e-01 3.298828125000000111e-02 1.011503906249999973e+00
3.424707031249999978e-01 8.100341796875000222e-01 7.990820312499999911e-01 5.298828125000000500e-02 9.115039062499999956e-01
4.374707031250000266e-01 7.475341796875000222e-01 8.890820312500000711e-01 4.298828125000000305e-02 9.615039062500000400e-01
2.474707031249999967e-01 8.725341796875000222e-01 7.090820312500000222e-01 6.298828125000000000e-02 1.061503906250000018e+00
2.949707031250000111e-01 7.162841796875000222e-01 7.540820312500000622e-01 3.798828124999999861e-02 9.365039062500000178e-01
4.849707031250000133e-01 8.412841796875000222e-01 5.740820312500000133e-01 5.798828125000000944e-02 1.036503906250000107e+00
3.899707031249999845e-01 6.537841796875000222e-01 6.640820312499999822e-01 4.798828125000000056e-02 9.865039062500000622e-01
1.999707031249999822e-01 7.787841796875000222e-01 8.440820312500000311e-01 6.798828125000000444e-02 8.865039062499999734e-01
1.762207031249999889e-01 7.631591796875000222e-01 6.865820312500000577e-01 5.548828125000000722e-02 8.990039062500000400e-01
3.662207031249999911e-01 8.881591796875000222e-01 8.665820312500001066e-01 3.548828125000000333e-02 9.990039062500000178e-01
4.612207031250000200e-01 7.006591796875000222e-01 7.765820312500000266e-01 6.548828125000000222e-02 1.049003906250000062e+00
2.712207031250000178e-01 8.256591796875000222e-01 5.965820312500000888e-01 4.548828124999999833e-02 9.490039062499999734e-01
2.237207031250000033e-01 6.694091796875000222e-01 8.215820312499999556e-01 5.048828125000000278e-02 1.024003906249999929e+00
4.137207031249999778e-01 7.944091796875000222e-01 6.415820312500000178e-01 3.048828124999999889e-02 9.240039062500000622e-01
3.187207031250000044e-01 7.319091796875000222e-01 5.515820312500000488e-01 6.048828125000000472e-02 8.740039062500000178e-01
1.287207031250000022e-01 8.569091796875000222e-01 7.315820312500000977e-01 4.048828125000000083e-02 9.740039062499999956e-01
1.316894531249999944e-01 7.690185546875000222e-01 5.600195312500000355e-01 3.517578124999999611e-02 9.693164062500000400e-01
3.216894531249999689e-01 8.940185546875000222e-01 7.400195312499999734e-01 5.517578125000000000e-02 1.069316406250000018e+00
4.166894531249999978e-01 7.065185546875000222e-01 8.300195312500000533e-01 4.517578125000000500e-02 1.019316406249999973e+00
2.266894531249999956e-01 8.315185546875000222e-01 6.500195312500000044e-01 6.517578125000000888e-02 9.193164062499999956e-01
2.741894531249999822e-01 6.752685546875000222e-01 7.850195312500000133e-01 3.017578124999999861e-02 9.943164062500000622e-01
4.641894531249999845e-01 8.002685546875000222e-01 6.050195312500000755e-01 5.017578125000000250e-02 8.943164062499999734e-01
3.691894531250000111e-01 7.377685546875000222e-01 6.950195312500000444e-01 4.017578125000000056e-02 9.443164062500000178e-01
1.791894531250000089e-01 8.627685546875000222e-01 8.750195312499999822e-01 6.017578125000000444e-02 1.044316406250000107e+00
2.029394531250000022e-01 6.908935546875000222e-01 6.725195312500000799e-01 5.267578125000000472e-02 1.056816406250000062e+00
3.929394531250000044e-01 8.158935546875000222e-01 8.525195312500000178e-01 3.267578125000000083e-02 9.568164062499999734e-01
4.879394531249999778e-01 7.533935546875000222e-01 7.625195312500000488e-01 6.267578125000000666e-02 9.068164062500000400e-01
2.979394531250000311e-01 8.783935546875000222e-01 5.825195312500000000e-01 4.267578125000000278e-02 1.006816406250000018e+00
2.504394531249999889e-01 7.221435546875000222e-01 8.975195312500000577e-01 5.767578125000000222e-02 8.818164062500000178e-01
4.404394531249999911e-01 8.471435546875000222e-01 7.175195312500000089e-01 3.767578124999999833e-02 9.818164062499999956e-01
3.454394531250000178e-01 6.596435546875000222e-01 6.275195312500000400e-01 6.767578125000001110e-02 1.031816406249999929e+00
1.554394531249999878e-01 7.846435546875000222e-01 8.075195312500000888e-01 4.767578125000000722e-02 9.318164062500000622e-01
1.673144531249999845e-01 6.518310546875000222e-01 8.637695312500000000e-01 4.142578125000000167e-02 9.130664062500000178e-01
3.573144531249999867e-01 7.768310546875000222e-01 6.837695312500000622e-01 6.142578125000000555e-02 1.013066406250000107e+00
4.523144531250000155e-01 7.143310546875000222e-01 5.937695312500000933e-01 3.142578124999999972e-02 1.063066406250000151e+00
2.623144531250000133e-01 8.393310546875000222e-01 7.737695312500000311e-01 5.142578125000000361e-02 9.630664062500000622e-01
3.098144531250000000e-01 7.455810546875000222e-01 7.287695312499999911e-01 4.642578125000000611e-02 1.038066406250000018e+00
4.998144531250000022e-01 8.705810546875000222e-01 9.087695312500000400e-01 6.642578125000000999e-02 9.380664062500000400e-01
4.048144531249999734e-01 6.830810546875000222e-01 8.187695312500000711e-01 3.642578124999999722e-02 8.880664062499999956e-01
2.148144531249999989e-01 8.080810546875000222e-01 6.387695312500000222e-01 5.642578125000000111e-02 9.880664062499999734e-01
1.910644531249999778e-01 7.299560546875000222e-01 7.512695312500000666e-01 6.892578125000001221e-02 1.000566406249999929e+00
3.810644531249999800e-01 8.549560546875000222e-01 5.712695312500000178e-01 4.892578125000000139e-02 9.005664062500000622e-01
4.760644531250000089e-01 6.674560546875000222e-01 6.612695312500000977e-01 5.892578125000000333e-02 9.505664062499999956e-01
2.860644531250000067e-01 7.924560546875000222e-01 8.412695312500000355e-01 3.892578124999999944e-02 1.050566406249999973e+00
2.385644531249999922e-01 6.987060546875000222e-01 6.162695312500000577e-01 6.392578125000000777e-02 9.255664062499999734e-01
4.285644531250000222e-01 8.237060546875000222e-01 7.962695312499999956e-01 4.392578125000000389e-02 1.025566406250000062e+00
3.335644531249999933e-01 7.612060546875000222e-01 8.862695312499999645e-01 5.392578124999999889e-02 9.755664062500000178e-01
1.435644531249999911e-01 8.862060546875000222e-01 7.062695312500000266e-01 3.392578125000000194e-02 8.755664062500000400e-01
1.376269531250000067e-01 7.104248046875000222e-01 7.681445312500000400e-01 5.830078125000000278e-02 1.028691406250000107e+00
3.276269531250000089e-01 8.354248046875000222e-01 5.881445312499999911e-01 3.830078124999999889e-02 9.286914062500000178e-01
4.226269531249999822e-01 7.729248046875000222e-01 6.781445312500000711e-01 6.830078124999999778e-02 8.786914062499999734e-01
2.326269531249999800e-01 8.979248046875000222e-01 8.581445312500000089e-01 4.830078125000000083e-02 9.786914062500000622e-01
2.801269531250000222e-01 7.416748046875000222e-01 6.331445312500000311e-01 5.330078124999999833e-02 9.036914062499999956e-01
4.701269531250000244e-01 8.666748046875000222e-01 8.131445312500000799e-01 3.330078125000000139e-02 1.003691406249999973e+00
3.751269531249999956e-01 6.791748046875000222e-01 9.031445312500000488e-01 6.330078125000000722e-02 1.053691406250000018e+00
1.851269531249999933e-01 8.041748046875000222e-01 7.231445312500000000e-01 4.330078125000000333e-02 9.536914062500000400e-01
2.088769531249999867e-01 7.572998046875000222e-01 8.356445312500000444e-01 3.080078124999999917e-02 9.411914062499999734e-01
3.988769531249999889e-01 8.822998046875000222e-01 6.556445312499999956e-01 5.080078125000000305e-02 1.041191406250000062e+00
4.938769531250000178e-01 6.947998046875000222e-01 5.656445312500000266e-01 4.080078125000000111e-02 9.911914062500000178e-01
3.038769531249999600e-01 8.197998046875000222e-01 7.456445312500000755e-01 6.080078125000000500e-02 8.911914062500000400e-01
2.563769531249999734e-01 6.635498046875000222e-01 7.006445312500000355e-01 3.580078124999999667e-02 1.016191406249999929e+00
4.463769531249999756e-01 7.885498046875000222e-01 8.806445312499999734e-01 5.580078125000000056e-02 9.161914062500000622e-01
3.513769531250000022e-01 7.260498046875000222e-01 7.906445312500000044e-01 4.580078125000000555e-02 9.661914062499999956e-01
1.613769531250000000e-01 8.510498046875000222e-01 6.106445312500000666e-01 6.580078124999999556e-02 1.066191406249999973e+00
1.495019531250000033e-01 7.182373046875000222e-01 6.443945312500000133e-01 6.455078125000000833e-02 9.724414062499999734e-01
3.395019531249999778e-01 8.432373046875000222e-01 8.243945312500000622e-01 4.455078125000000444e-02 8.724414062499999956e-01
4.345019531250000067e-01 6.557373046875000222e-01 7.343945312499999822e-01 5.455078124999999944e-02 9.224414062500000400e-01
2.445019531250000044e-01 7.807373046875000222e-01 5.543945312500000444e-01 3.455078125000000250e-02 1.022441406250000018e+00
2.920019531249999911e-01 6.869873046875000222e-01 8.693945312499999911e-01 6.955078124999999889e-02 9.474414062500000622e-01
4.820019531249999933e-01 8.119873046875000222e-01 6.893945312500000533e-01 4.955078125000000194e-02 1.047441406250000151e+00
3.870019531250000200e-01 7.494873046875000222e-01 5.993945312500000844e-01 5.955078125000000389e-02 9.974414062500001066e-01
1.970019531249999900e-01 8.744873046875000222e-01 7.793945312500000222e-01 3.955078125000000000e-02 8.974414062500000178e-01
1.732519531249999967e-01 6.713623046875000222e-01 5.768945312500000089e-01 4.705078125000000666e-02 8.849414062499999512e-01
3.632519531250000266e-01 7.963623046875000222e-01 7.568945312500000577e-01 6.705078124999999667e-02 9.849414062500000400e-01
4.582519531250000000e-01 7.338623046875000222e-01 8.468945312500000266e-01 3.705078124999999778e-02 1.034941406249999973e+00
2.682519531249999978e-01 8.588623046875000222e-01 6.668945312500000888e-01 5.705078125000000167e-02 9.349414062499999956e-01
2.207519531250000111e-01 7.651123046875000222e-01 8.018945312500000977e-01 4.205078125000000222e-02 1.059941406250000107e+00
4.107519531250000133e-01 8.901123046875000222e-01 6.218945312500000488e-01 6.205078125000000611e-02 9.599414062500000178e-01
3.157519531249999845e-01 7.026123046875000222e-01 7.118945312500000178e-01 3.205078125000000028e-02 9.099414062499999734e-01
1.257519531249999822e-01 8.276123046875000222e-01 8.918945312499999556e-01 5.205078125000000416e-02 1.009941406250000062e+00
1.242675781250000000e-01 7.231201171875000222e-01 8.145507812500000222e-01 3.470703124999999917e-02 9.185351562500000400e-01
3.142675781250000022e-01 8.481201171875000222e-01 6.345507812500000844e-01 5.470703125000000305e-02 1.018535156250000018e+00
4.092675781249999756e-01 6.606201171875000222e-01 7.245507812500000533e-01 4.470703125000000111e-02 1.068535156250000062e+00
2.192675781250000011e-01 7.856201171875000222e-01 9.045507812499999911e-01 6.470703125000000500e-02 9.685351562499999734e-01
2.667675781249999600e-01 6.918701171875000222e-01 5.895507812500000444e-01 3.970703124999999667e-02 1.043535156249999929e+00
4.567675781250000178e-01 8.168701171875000222e-01 7.695507812499999822e-01 5.970703125000000056e-02 9.435351562500000622e-01
3.617675781249999889e-01 7.543701171875000222e-01 8.595507812500000622e-01 4.970703125000000555e-02 8.935351562500000178e-01
1.717675781249999867e-01 8.793701171875000222e-01 6.795507812500000133e-01 6.970703125000000944e-02 9.935351562499999956e-01
1.955175781249999800e-01 6.762451171875000222e-01 8.820507812500000266e-01 5.720703125000000527e-02 1.006035156250000062e+00
3.855175781249999822e-01 8.012451171875000222e-01 7.020507812500000888e-01 3.720703125000000139e-02 9.060351562499999734e-01
4.805175781250000111e-01 7.387451171875000222e-01 6.120507812500000089e-01 6.720703125000000722e-02 9.560351562500000178e-01
2.905175781250000089e-01 8.637451171875000222e-01 7.920507812500000577e-01 4.720703125000000333e-02 1.056035156250000107e+00
2.430175781249999944e-01 7.699951171875000222e-01 6.570507812500000488e-01 5.220703125000000777e-02 9.310351562499999956e-01
4.330175781250000244e-01 8.949951171875000222e-01 8.370507812500000977e-01 3.220703124999999695e-02 1.031035156249999973e+00
3.380175781249999956e-01 7.074951171875000222e-01 7.470507812500000178e-01 6.220703125000000278e-02 9.810351562500000400e-01
1.480175781249999933e-01 8.324951171875000222e-01 5.670507812500000799e-01 4.220703124999999889e-02 8.810351562499999512e-01
1.598925781249999900e-01 6.996826171875000222e-01 6.908007812500001066e-01 4.845703125000000444e-02 9.622851562499999956e-01
3.498925781249999645e-01 8.246826171875000222e-01 8.708007812500000444e-01 6.845703125000000833e-02 1.062285156249999973e+00
4.448925781249999933e-01 7.621826171875000222e-01 7.808007812500000755e-01 3.845703125000000250e-02 1.012285156249999929e+00
2.548925781249999911e-01 8.871826171875000222e-01 6.008007812500000266e-01 5.845703124999999944e-02 9.122851562500000622e-01
