# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
3.890429687499999956e-01 5.698242187500000000e-01 8.639453125000000622e-01 6.785156250000000389e-02 1.054960937499999973e+00 3.349609375000000000e+00 -7.714843750000000000e-01 1.376953125000000000e+00 3.642578125000000000e+00 1.537109375000000000e+00
1.990429687499999933e-01 8.198242187500000000e-01 6.839453125000000133e-01 4.785156250000000000e-02 9.549609374999999956e-01 -1.650390625000000000e+00 4.228515625000000000e+00 -3.623046875000000000e+00 -1.357421875000000000e+00 5.371093750000000000e-01
1.752929687500000000e-01 6.635742187500000000e-01 8.864453125000000266e-01 3.535156250000000278e-02 9.424609375000000400e-01 -2.275390625000000000e+00 1.103515625000000000e+00 2.001953125000000000e+00 5.175781250000000000e-01 1.912109375000000000e+00
3.652929687500000022e-01 9.135742187500000000e-01 7.064453125000000888e-01 5.535156250000000666e-02 1.042460937500000018e+00 2.724609375000000000e+00 -3.896484375000000000e+00 -2.998046875000000000e+00 -4.482421875000000000e+00 9.121093750000000000e-01
4.602929687499999756e-01 5.385742187500000000e-01 6.164453125000000089e-01 4.535156249999999778e-02 9.924609375000000844e-01 -4.775390625000000000e+00 -1.396484375000000000e+00 4.501953125000000000e+00 3.017578125000000000e+00 4.121093750000000000e-01
2.702929687499999734e-01 7.885742187500000000e-01 7.964453125000000577e-01 6.535156250000001554e-02 8.924609374999999956e-01 2.246093750000000000e-01 3.603515625000000000e+00 -4.980468750000000000e-01 -1.982421875000000000e+00 1.412109375000000000e+00
2.227929687499999867e-01 6.010742187500000000e-01 6.614453125000000488e-01 3.035156249999999833e-02 1.017460937500000107e+00 1.474609375000000000e+00 2.353515625000000000e+00 -4.248046875000000000e+00 1.767578125000000000e+00 1.621093750000000000e-01
4.127929687499999889e-01 8.510742187500000000e-01 8.414453125000000977e-01 5.035156250000000222e-02 9.174609375000000178e-01 -3.525390625000000000e+00 -2.646484375000000000e+00 7.519531250000000000e-01 -3.232421875000000000e+00 1.162109375000000000e+00
3.177929687499999600e-01 7.260742187500000000e-01 7.514453125000000178e-01 4.035156250000000028e-02 9.674609375000000622e-01 3.974609375000000000e+00 -1.464843750000000000e-01 -1.748046875000000000e+00 4.267578125000000000e+00 1.662109375000000000e+00
1.277929687499999856e-01 9.760742187500000000e-01 5.714453125000000799e-01 6.035156250000000416e-02 1.067460937500000151e+00 -1.025390625000000000e+00 4.853515625000000000e+00 3.251953125000000000e+00 -7.324218750000000000e-01 6.621093750000000000e-01
1.307617187500000056e-01 6.752929687500000000e-01 7.430078125000000311e-01 5.503906249999999944e-02 8.752734374999999734e-01 -1.572265625000000000e+00 -3.505859375000000000e+00 2.050781250000000000e-01 3.720703125000000000e+00 1.740234375000000000e+00
3.207617187500000355e-01 9.252929687500000000e-01 5.630078125000000933e-01 3.503906250000000250e-02 9.752734375000000622e-01 3.427734375000000000e+00 1.494140625000000000e+00 -4.794921875000000000e+00 -1.279296875000000000e+00 7.402343750000000000e-01
4.157617187500000089e-01 5.502929687500000000e-01 6.530078125000000622e-01 6.503906250000000833e-02 1.025273437500000107e+00 -4.072265625000000000e+00 3.994140625000000000e+00 2.705078125000000000e+00 1.220703125000000000e+00 2.402343750000000000e-01
2.257617187500000067e-01 8.002929687500000000e-01 8.330078125000000000e-01 4.503906250000000444e-02 9.252734375000000178e-01 9.277343750000000000e-01 -1.005859375000000000e+00 -2.294921875000000000e+00 -3.779296875000000000e+00 1.240234375000000000e+00
2.732617187499999933e-01 6.127929687500000000e-01 6.080078125000000222e-01 5.003906250000000194e-02 1.050273437500000018e+00 2.177734375000000000e+00 -4.755859375000000000e+00 -3.544921875000000000e+00 4.970703125000000000e+00 4.902343750000000000e-01
4.632617187499999956e-01 8.627929687500000000e-01 7.880078125000000711e-01 3.003906249999999806e-02 9.502734375000000400e-01 -2.822265625000000000e+00 2.441406250000000000e-01 1.455078125000000000e+00 -2.929687500000000000e-02 1.490234375000000000e+00
3.682617187500000222e-01 7.377929687500000000e-01 8.780078125000000400e-01 6.003906250000000389e-02 9.002734374999999956e-01 4.677734375000000000e+00 2.744140625000000000e+00 -1.044921875000000000e+00 2.470703125000000000e+00 1.990234375000000000e+00
1.782617187499999922e-01 9.877929687500000000e-01 6.980078124999999911e-01 4.003906250000000000e-02 1.000273437499999973e+00 -3.222656250000000000e-01 -2.255859375000000000e+00 3.955078125000000000e+00 -2.529296875000000000e+00 9.902343750000000000e-01
2.020117187500000133e-01 5.190429687500000000e-01 8.555078124999999645e-01 3.253906250000000028e-02 9.877734375000000178e-01 -9.472656250000000000e-01 -2.880859375000000000e+00 -4.199218750000000000e-01 4.345703125000000000e+00 1.615234375000000000e+00
3.920117187500000155e-01 7.690429687500000000e-01 6.755078125000000266e-01 5.253906250000000416e-02 8.877734375000000400e-01 4.052734375000000000e+00 2.119140625000000000e+00 4.580078125000000000e+00 -6.542968750000000000e-01 6.152343750000000000e-01
4.870117187499999889e-01 6.440429687500000000e-01 5.855078125000000577e-01 4.253906250000000222e-02 9.377734374999999734e-01 -3.447265625000000000e+00 4.619140625000000000e+00 -2.919921875000000000e+00 1.845703125000000000e+00 1.152343750000000000e-01
2.970117187499999867e-01 8.940429687500000000e-01 7.655078124999999956e-01 6.253906250000000611e-02 1.037773437500000062e+00 1.552734375000000000e+00 -3.808593750000000000e-01 2.080078125000000000e+00 -3.154296875000000000e+00 1.115234375000000000e+00
2.495117187500000000e-01 7.065429687500000000e-01 7.205078125000000666e-01 3.753906249999999778e-02 9.627734374999999956e-01 3.027343750000000000e-01 -4.130859375000000000e+00 3.330078125000000000e+00 3.095703125000000000e+00 3.652343750000000000e-01
4.395117187500000022e-01 9.565429687500000000e-01 9.005078125000000044e-01 5.753906250000000167e-02 1.062773437499999973e+00 -4.697265625000000000e+00 8.691406250000000000e-01 -1.669921875000000000e+00 -1.904296875000000000e+00 1.365234375000000000e+00
3.445117187499999734e-01 5.815429687500000000e-01 8.105078125000000355e-01 4.753906250000000666e-02 1.012773437499999929e+00 2.802734375000000000e+00 3.369140625000000000e+00 8.300781250000000000e-01 5.957031250000000000e-01 1.865234375000000000e+00
1.545117187499999989e-01 8.315429687500000000e-01 6.305078125000000977e-01 6.753906249999999667e-02 9.127734375000000622e-01 -2.197265625000000000e+00 -1.630859375000000000e+00 -4.169921875000000000e+00 -4.404296875000000000e+00 8.652343750000000000e-01
1.663867187499999956e-01 5.659179687500000000e-01 6.642578125000000444e-01 6.128906250000000500e-02 9.315234374999999956e-01 -4.384765625000000000e+00 1.806640625000000000e+00 -1.357421875000000000e+00 -4.091796875000000000e+00 1.427734375000000000e+00
3.563867187499999978e-01 8.159179687500000000e-01 8.442578124999999822e-01 4.128906250000000111e-02 1.031523437499999973e+00 6.152343750000000000e-01 -3.193359375000000000e+00 3.642578125000000000e+00 9.082031250000000000e-01 4.277343750000000000e-01
4.513867187500000266e-01 6.909179687500000000e-01 7.542578125000000133e-01 5.128906250000000305e-02 9.815234375000000400e-01 -1.884765625000000000e+00 -6.933593750000000000e-01 -3.857421875000000000e+00 -1.591796875000000000e+00 9.277343750000000000e-01
2.613867187499999689e-01 9.409179687500000000e-01 5.742578125000000755e-01 3.128906249999999917e-02 8.815234374999999512e-01 3.115234375000000000e+00 4.306640625000000000e+00 1.142578125000000000e+00 3.408203125000000000e+00 1.927734375000000000e+00
3.088867187500000111e-01 6.284179687500000000e-01 8.892578125000000222e-01 6.628906249999999556e-02 1.006523437500000062e+00 4.365234375000000000e+00 5.566406250000000000e-01 4.892578125000000000e+00 -2.841796875000000000e+00 6.777343750000000000e-01
4.988867187500000133e-01 8.784179687500000000e-01 7.092578124999999734e-01 4.628906250000000555e-02 9.065234374999999734e-01 -6.347656250000000000e-01 -4.443359375000000000e+00 -1.074218750000000000e-01 2.158203125000000000e+00 1.677734375000000000e+00
4.038867187499999845e-01 5.034179687500000000e-01 6.192578125000000044e-01 5.628906250000000056e-02 9.565234375000000178e-01 1.865234375000000000e+00 -1.943359375000000000e+00 2.392578125000000000e+00 -3.417968750000000000e-01 1.177734375000000000e+00
2.138867187499999822e-01 7.534179687500000000e-01 7.992578125000000533e-01 3.628906249999999667e-02 1.056523437500000107e+00 -3.134765625000000000e+00 3.056640625000000000e+00 -2.607421875000000000e+00 4.658203125000000000e+00 1.777343750000000000e-01
1.901367187499999889e-01 7.221679687500000000e-01 5.517578125000000000e-01 4.878906250000000083e-02 1.044023437499999929e+00 -2.509765625000000000e+00 2.431640625000000000e+00 1.767578125000000000e+00 -3.466796875000000000e+00 1.302734375000000000e+00
3.801367187499999911e-01 9.721679687500000000e-01 7.317578125000000488e-01 6.878906249999999778e-02 9.440234375000000622e-01 2.490234375000000000e+00 -2.568359375000000000e+00 -3.232421875000000000e+00 1.533203125000000000e+00 3.027343750000000000e-01
4.751367187500000200e-01 5.971679687500000000e-01 8.217578125000000178e-01 3.878906249999999889e-02 8.940234375000000178e-01 -9.765625000000000000e-03 -6.835937500000000000e-02 4.267578125000000000e+00 -9.667968750000000000e-01 8.027343750000000000e-01
2.851367187500000178e-01 8.471679687500000000e-01 6.417578125000000799e-01 5.878906250000000278e-02 9.940234374999999956e-01 4.990234375000000000e+00 4.931640625000000000e+00 -7.324218750000000000e-01 4.033203125000000000e+00 1.802734375000000000e+00
2.376367187500000033e-01 5.346679687500000000e-01 7.767578125000000888e-01 4.378906250000000333e-02 9.190234375000000400e-01 3.740234375000000000e+00 1.181640625000000000e+00 -4.482421875000000000e+00 -4.716796875000000000e+00 5.527343750000000000e-01
4.276367187499999778e-01 7.846679687500000000e-01 5.967578125000000400e-01 6.378906250000000722e-02 1.019023437500000018e+00 -1.259765625000000000e+00 -3.818359375000000000e+00 5.175781250000000000e-01 2.832031250000000000e-01 1.552734375000000000e+00
3.326367187500000044e-01 6.596679687500000000e-01 6.867578125000000089e-01 3.378906250000000139e-02 1.069023437500000062e+00 1.240234375000000000e+00 -1.318359375000000000e+00 -1.982421875000000000e+00 -2.216796875000000000e+00 1.052734375000000000e+00
1.426367187500000022e-01 9.096679687500000000e-01 8.667578125000000577e-01 5.378906249999999833e-02 9.690234374999999734e-01 -3.759765625000000000e+00 3.681640625000000000e+00 3.017578125000000000e+00 2.783203125000000000e+00 5.273437500000000000e-02
1.366992187499999900e-01 5.581054687500000000e-01 5.798828125000000666e-01 3.816406249999999833e-02 1.009648437500000107e+00 4.521484375000000000e+00 -1.162109375000000000e+00 -3.388671875000000000e+00 -2.060546875000000000e+00 1.646484375000000000e+00
3.266992187499999645e-01 8.081054687500000000e-01 7.598828125000000044e-01 5.816406250000000222e-02 9.096484375000000178e-01 -4.785156250000000000e-01 3.837890625000000000e+00 1.611328125000000000e+00 2.939453125000000000e+00 6.464843750000000000e-01
4.216992187499999933e-01 6.831054687500000000e-01 8.498828124999999734e-01 4.816406250000000722e-02 9.596484375000000622e-01 2.021484375000000000e+00 1.337890625000000000e+00 -8.886718750000000000e-01 -4.560546875000000000e+00 1.464843750000000000e-01
2.316992187499999911e-01 9.331054687500000000e-01 6.698828125000000355e-01 6.816406250000001110e-02 1.059648437500000151e+00 -2.978515625000000000e+00 -3.662109375000000000e+00 4.111328125000000000e+00 4.394531250000000000e-01 1.146484375000000000e+00
2.791992187499999778e-01 7.456054687500000000e-01 8.048828125000000444e-01 3.316406250000000083e-02 9.346484375000000400e-01 -4.228515625000000000e+00 -2.412109375000000000e+00 3.613281250000000000e-01 -8.105468750000000000e-01 3.964843750000000000e-01
4.691992187499999800e-01 9.956054687500000000e-01 6.248828124999999956e-01 5.316406250000000472e-02 1.034648437500000018e+00 7.714843750000000000e-01 2.587890625000000000e+00 -4.638671875000000000e+00 4.189453125000000000e+00 1.396484375000000000e+00
3.741992187500000067e-01 6.206054687500000000e-01 7.148828125000000755e-01 4.316406250000000278e-02 9.846484374999999734e-01 -1.728515625000000000e+00 8.789062500000000000e-02 2.861328125000000000e+00 -3.310546875000000000e+00 1.896484375000000000e+00
1.841992187500000044e-01 8.706054687500000000e-01 8.948828125000000133e-01 6.316406250000000666e-02 8.846484374999999956e-01 3.271484375000000000e+00 -4.912109375000000000e+00 -2.138671875000000000e+00 1.689453125000000000e+00 8.964843750000000000e-01
2.079492187499999978e-01 6.518554687500000000e-01 6.473828125000000711e-01 5.066406250000000250e-02 8.971484374999999512e-01 2.646484375000000000e+00 -5.371093750000000000e-01 3.486328125000000000e+00 -1.855468750000000000e-01 1.521484375000000000e+00
3.979492187500000000e-01 9.018554687500000000e-01 8.273828125000000089e-01 3.066406249999999861e-02 9.971484375000000400e-01 -2.353515625000000000e+00 4.462890625000000000e+00 -1.513671875000000000e+00 4.814453125000000000e+00 5.214843750000000000e-01
4.929492187499999734e-01 5.268554687500000000e-01 7.373828125000000400e-01 6.066406250000000444e-02 1.047148437499999973e+00 1.464843750000000000e-01 1.962890625000000000e+00 9.863281250000000000e-01 -2.685546875000000000e+00 2.148437500000000000e-02
3.029492187500000266e-01 7.768554687500000000e-01 5.573828124999999911e-01 4.066406250000000056e-02 9.471484374999999956e-01 -4.853515625000000000e+00 -3.037109375000000000e+00 -4.013671875000000000e+00 2.314453125000000000e+00 1.021484375000000000e+00
2.554492187499999845e-01 5.893554687500000000e-01 8.723828125000000488e-01 5.566406250000000000e-02 1.022148437500000062e+00 -3.603515625000000000e+00 -1.787109375000000000e+00 -2.636718750000000000e-01 -1.435546875000000000e+00 2.714843750000000000e-01
4.454492187499999867e-01 8.393554687500000000e-01 6.923828125000000000e-01 3.566406249999999611e-02 9.221484374999999734e-01 1.396484375000000000e+00 3.212890625000000000e+00 4.736328125000000000e+00 3.564453125000000000e+00 1.271484375000000000e+00
3.504492187500000133e-01 7.143554687500000000e-01 6.023828125000000311e-01 6.566406250000000888e-02 8.721484375000000400e-01 -1.103515625000000000e+00 7.128906250000000000e-01 -2.763671875000000000e+00 -3.935546875000000000e+00 1.771484375000000000e+00
1.604492187500000111e-01 9.643554687500000000e-01 7.823828125000000799e-01 4.566406250000000500e-02 9.721484375000000178e-01 3.896484375000000000e+00 -4.287109375000000000e+00 2.236328125000000000e+00 1.064453125000000000e+00 7.714843750000000000e-01
1.485742187499999867e-01 6.987304687500000000e-01 8.386328124999999911e-01 4.441406250000000389e-02 1.065898437500000018e+00 1.708984375000000000e+00 4.150390625000000000e+00 4.423828125000000000e+00 1.269531250000000000e-01 1.458984375000000000e+00
3.385742187499999889e-01 9.487304687500000000e-01 6.586328125000000533e-01 6.441406250000000777e-02 9.658984375000000400e-01 -3.291015625000000000e+00 -8.496093750000000000e-01 -5.761718750000000000e-01 -4.873046875000000000e+00 4.589843750000000000e-01
4.335742187500000178e-01 5.737304687500000000e-01 5.686328125000000844e-01 3.441406250000000194e-02 9.158984374999999956e-01 4.208984375000000000e+00 -3.349609375000000000e+00 1.923828125000000000e+00 2.626953125000000000e+00 9.589843750000000000e-01
2.435742187500000155e-01 8.237304687500000000e-01 7.486328125000000222e-01 5.441406249999999889e-02 1.015898437499999973e+00 -7.910156250000000000e-01 1.650390625000000000e+00 -3.076171875000000000e+00 -2.373046875000000000e+00 1.958984375000000000e+00
2.910742187500000022e-01 5.112304687500000000e-01 7.036328124999999822e-01 4.941406250000000139e-02 8.908984374999999734e-01 -2.041015625000000000e+00 2.900390625000000000e+00 -1.826171875000000000e+00 1.376953125000000000e+00 7.089843750000000000e-01
4.810742187500000044e-01 7.612304687500000000e-01 8.836328125000000311e-01 6.941406250000001221e-02 9.908984375000000622e-01 2.958984375000000000e+00 -2.099609375000000000e+00 3.173828125000000000e+00 -3.623046875000000000e+00 1.708984375000000000e+00
3.860742187499999756e-01 6.362304687500000000e-01 7.936328125000000622e-01 3.941406249999999944e-02 1.040898437500000107e+00 -4.541015625000000000e+00 -4.599609375000000000e+00 -4.326171875000000000e+00 3.876953125000000000e+00 1.208984375000000000e+00
1.960742187500000011e-01 8.862304687500000000e-01 6.136328125000000133e-01 5.941406250000000333e-02 9.408984375000000178e-01 4.589843750000000000e-01 4.003906250000000000e-01 6.738281250000000000e-01 -1.123046875000000000e+00 2.089843750000000000e-01
1.723242187499999800e-01 6.049804687500000000e-01 7.711328125000000977e-01 6.691406250000000999e-02 9.533984374999999734e-01 1.083984375000000000e+00 4.775390625000000000e+00 -4.951171875000000000e+00 2.001953125000000000e+00 1.333984375000000000e+00
3.623242187499999822e-01 8.549804687500000000e-01 5.911328125000000488e-01 4.691406250000000611e-02 1.053398437500000062e+00 -3.916015625000000000e+00 -2.246093750000000000e-01 4.882812500000000000e-02 -2.998046875000000000e+00 3.339843750000000000e-01
4.573242187500000111e-01 7.299804687500000000e-01 6.811328125000000178e-01 5.691406250000000111e-02 1.003398437500000018e+00 3.583984375000000000e+00 -2.724609375000000000e+00 -2.451171875000000000e+00 4.501953125000000000e+00 8.339843750000000000e-01
2.673242187500000089e-01 9.799804687500000000e-01 8.611328124999999556e-01 3.691406249999999722e-02 9.033984375000000400e-01 -1.416015625000000000e+00 2.275390625000000000e+00 2.548828125000000000e+00 -4.980468750000000000e-01 1.833984375000000000e+00
2.198242187499999944e-01 6.674804687500000000e-01 6.361328125000000888e-01 6.191406250000000555e-02 9.783984374999999956e-01 -1.660156250000000000e-01 3.525390625000000000e+00 1.298828125000000000e+00 7.519531250000000000e-01 5.839843750000000000e-01
4.098242187500000244e-01 9.174804687500000000e-01 8.161328125000000266e-01 4.191406250000000167e-02 8.783984375000000178e-01 4.833984375000000000e+00 -1.474609375000000000e+00 -3.701171875000000000e+00 -4.248046875000000000e+00 1.583984375000000000e+00
3.148242187499999956e-01 5.424804687500000000e-01 9.061328125000001066e-01 5.191406250000000361e-02 9.283984375000000622e-01 -2.666015625000000000e+00 -3.974609375000000000e+00 3.798828125000000000e+00 3.251953125000000000e+00 1.083984375000000000e+00
1.248242187499999933e-01 7.924804687500000000e-01 7.261328125000000577e-01 3.191406249999999972e-02 1.028398437499999929e+00 2.333984375000000000e+00 1.025390625000000000e+00 -1.201171875000000000e+00 -1.748046875000000000e+00 8.398437500000000000e-02
1.233398437499999972e-01 7.084960937500000000e-01 6.206640625000000577e-01 5.488281250000000278e-02 9.260546874999999734e-01 3.857421875000000000e+00 -2.841796875000000000e+00 -2.099609375000000000e+00 -1.474609375000000000e+00 1.542968750000000000e-01
3.133398437500000133e-01 9.584960937500000000e-01 8.006640625000001066e-01 3.488281249999999889e-02 1.026054687500000062e+00 -1.142578125000000000e+00 2.158203125000000000e+00 2.900390625000000000e+00 3.525390625000000000e+00 1.154296875000000000e+00
4.083398437499999867e-01 5.834960937500000000e-01 8.906640624999999645e-01 6.488281249999999778e-02 9.760546875000000178e-01 1.357421875000000000e+00 4.658203125000000000e+00 -4.599609375000000000e+00 -3.974609375000000000e+00 1.654296875000000000e+00
2.183398437499999845e-01 8.334960937500000000e-01 7.106640625000000266e-01 4.488281250000000083e-02 8.760546875000000400e-01 -3.642578125000000000e+00 -3.417968750000000000e-01 4.003906250000000000e-01 1.025390625000000000e+00 6.542968750000000000e-01
2.658398437500000266e-01 5.209960937500000000e-01 7.556640625000000666e-01 5.988281250000000722e-02 1.001054687499999929e+00 -4.892578125000000000e+00 -4.091796875000000000e+00 4.150390625000000000e+00 -2.246093750000000000e-01 1.904296875000000000e+00
4.558398437499999734e-01 7.709960937500000000e-01 5.756640625000000178e-01 3.988281250000000333e-02 9.010546875000000622e-01 1.074218750000000000e-01 9.082031250000000000e-01 -8.496093750000000000e-01 4.775390625000000000e+00 9.042968750000000000e-01
3.608398437500000000e-01 6.459960937500000000e-01 6.656640625000000977e-01 6.988281250000000222e-02 9.510546874999999956e-01 -2.392578125000000000e+00 3.408203125000000000e+00 1.650390625000000000e+00 -2.724609375000000000e+00 4.042968750000000000e-01
1.708398437499999978e-01 8.959960937500000000e-01 8.456640625000000355e-01 4.988281249999999833e-02 1.051054687499999973e+00 2.607421875000000000e+00 -1.591796875000000000e+00 -3.349609375000000000e+00 2.275390625000000000e+00 1.404296875000000000e+00
1.945898437499999911e-01 6.147460937500000000e-01 6.881640625000000622e-01 3.738281250000000111e-02 1.038554687500000018e+00 3.232421875000000000e+00 -3.466796875000000000e+00 2.275390625000000000e+00 -8.496093750000000000e-01 2.929687500000000000e-02
3.845898437499999933e-01 8.647460937500000000e-01 8.681640625000000000e-01 5.738281250000000500e-02 9.385546875000000400e-01 -1.767578125000000000e+00 1.533203125000000000e+00 -2.724609375000000000e+00 4.150390625000000000e+00 1.029296875000000000e+00
4.795898437500000222e-01 7.397460937500000000e-01 7.781640625000000311e-01 4.738281250000000305e-02 8.885546874999999956e-01 7.324218750000000000e-01 4.033203125000000000e+00 4.775390625000000000e+00 -3.349609375000000000e+00 1.529296875000000000e+00
2.895898437499999645e-01 9.897460937500000000e-01 5.981640625000000933e-01 6.738281250000000000e-02 9.885546874999999734e-01 -4.267578125000000000e+00 -9.667968750000000000e-01 -2.246093750000000000e-01 1.650390625000000000e+00 5.292968750000000000e-01
2.420898437499999778e-01 6.772460937500000000e-01 8.231640625000000711e-01 3.238281249999999667e-02 9.135546875000000178e-01 -3.017578125000000000e+00 -4.716796875000000000e+00 -3.974609375000000000e+00 -2.099609375000000000e+00 1.779296875000000000e+00
4.320898437499999800e-01 9.272460937500000000e-01 6.431640625000000222e-01 5.238281250000000056e-02 1.013554687500000107e+00 1.982421875000000000e+00 2.832031250000000000e-01 1.025390625000000000e+00 2.900390625000000000e+00 7.792968750000000000e-01
3.370898437500000067e-01 5.522460937500000000e-01 5.531640625000000533e-01 4.238281250000000555e-02 1.063554687500000151e+00 -5.175781250000000000e-01 2.783203125000000000e+00 -1.474609375000000000e+00 -4.599609375000000000e+00 2.792968750000000000e-01
1.470898437500000044e-01 8.022460937500000000e-01 7.331640624999999911e-01 6.238281250000000250e-02 9.635546875000000622e-01 4.482421875000000000e+00 -2.216796875000000000e+00 3.525390625000000000e+00 4.003906250000000000e-01 1.279296875000000000e+00
1.589648437500000011e-01 5.366210937500000000e-01 8.794140624999999822e-01 6.863281250000000111e-02 8.823046875000000178e-01 2.294921875000000000e+00 2.470703125000000000e+00 7.128906250000000000e-01 7.128906250000000000e-01 9.667968750000000000e-01
3.489648437500000311e-01 7.866210937500000000e-01 6.994140625000000444e-01 4.863281250000000416e-02 9.823046874999999956e-01 -2.705078125000000000e+00 -2.529296875000000000e+00 -4.287109375000000000e+00 -4.287109375000000000e+00 1.966796875000000000e+00
4.439648437500000044e-01 6.616210937500000000e-01 6.094140625000000755e-01 5.863281250000000611e-02 1.032304687499999929e+00 4.794921875000000000e+00 -2.929687500000000000e-02 3.212890625000000000e+00 3.212890625000000000e+00 1.466796875000000000e+00
2.539648437500000022e-01 9.116210937500000000e-01 7.894140625000000133e-01 3.863281250000000222e-02 9.323046875000000622e-01 -2.050781250000000000e-01 4.970703125000000000e+00 -1.787109375000000000e+00 -1.787109375000000000e+00 4.667968750000000000e-01
3.014648437499999889e-01 7.241210937500000000e-01 6.544140625000000044e-01 6.363281249999999667e-02 1.057304687500000062e+00 -1.455078125000000000e+00 1.220703125000000000e+00 -3.037109375000000000e+00 1.962890625000000000e+00 1.216796875000000000e+00
4.914648437499999911e-01 9.741210937500000000e-01 8.344140625000000533e-01 4.363281249999999972e-02 9.573046874999999734e-01 3.544921875000000000e+00 -3.779296875000000000e+00 1.962890625000000000e+00 -3.037109375000000000e+00 2.167968750000000000e-01
3.964648437500000178e-01 5.991210937500000000e-01 7.444140624999999734e-01 5.363281250000000167e-02 9.073046875000000400e-01 -3.955078125000000000e+00 -1.279296875000000000e+00 -5.371093750000000000e-01 4.462890625000000000e+00 7.167968750000000000e-01
2.064648437500000155e-01 8.491210937500000000e-01 5.644140625000000355e-01 3.363281249999999778e-02 1.007304687500000018e+00 1.044921875000000000e+00 3.720703125000000000e+00 4.462890625000000000e+00 -5.371093750000000000e-01 1.716796875000000000e+00
1.827148437499999944e-01 6.303710937500000000e-01 8.119140625000000888e-01 4.113281250000000444e-02 9.948046875000000622e-01 4.199218750000000000e-01 1.845703125000000000e+00 -1.162109375000000000e+00 1.337890625000000000e+00 8.417968750000000000e-01
3.727148437500000244e-01 8.803710937500000000e-01 6.319140625000000400e-01 6.113281250000000833e-02 8.948046874999999734e-01 -4.580078125000000000e+00 -3.154296875000000000e+00 3.837890625000000000e+00 -3.662109375000000000e+00 1.841796875000000000e+00
4.677148437499999978e-01 5.053710937500000000e-01 7.219140625000000089e-01 3.113281249999999903e-02 9.448046875000000178e-01 2.919921875000000000e+00 -6.542968750000000000e-01 -3.662109375000000000e+00 3.837890625000000000e+00 1.341796875000000000e+00
2.777148437499999956e-01 7.553710937500000000e-01 9.019140625000000577e-01 5.113281249999999944e-02 1.044804687500000107e+00 -2.080078125000000000e+00 4.345703125000000000e+00 1.337890625000000000e+00 -1.162109375000000000e+00 3.417968750000000000e-01
2.302148437500000089e-01 5.678710937500000000e-01 5.869140625000000000e-01 4.613281250000000194e-02 9.698046875000000400e-01 -8.300781250000000000e-01 5.957031250000000000e-01 2.587890625000000000e+00 8.789062500000000000e-02 1.091796875000000000e+00
4.202148437500000111e-01 8.178710937500000000e-01 7.669140625000000488e-01 6.613281249999999889e-02 1.069804687500000018e+00 4.169921875000000000e+00 -4.404296875000000000e+00 -2.412109375000000000e+00 -4.912109375000000000e+00 9.179687500000000000e-02
3.252148437499999822e-01 6.928710937500000000e-01 8.569140625000000178e-01 3.613281250000000000e-02 1.019804687499999973e+00 -3.330078125000000000e+00 -1.904296875000000000e+00 8.789062500000000000e-02 2.587890625000000000e+00 5.917968750000000000e-01
1.352148437500000078e-01 9.428710937500000000e-01 6.769140625000000799e-01 5.613281250000000389e-02 9.198046874999999956e-01 1.669921875000000000e+00 3.095703125000000000e+00 -4.912109375000000000e+00 -2.412109375000000000e+00 1.591796875000000000e+00
1.411523437499999922e-01 5.913085937500000000e-01 7.950390625000000044e-01 3.175781249999999611e-02 1.060429687500000107e+00 -2.236328125000000000e+00 -4.980468750000000000e-01 3.994140625000000000e+00 3.056640625000000000e+00 2.480468750000000000e-01
3.311523437500000222e-01 8.413085937500000000e-01 6.150390625000000666e-01 5.175781250000000000e-02 9.604296875000000178e-01 2.763671875000000000e+00 4.501953125000000000e+00 -1.005859375000000000e+00 -1.943359375000000000e+00 1.248046875000000000e+00
4.261523437499999956e-01 7.163085937500000000e-01 7.050390625000000355e-01 4.175781250000000500e-02 9.104296874999999734e-01 -4.736328125000000000e+00 2.001953125000000000e+00 1.494140625000000000e+00 5.566406250000000000e-01 1.748046875000000000e+00
2.361523437499999933e-01 9.663085937500000000e-01 8.850390624999999734e-01 6.175781250000000194e-02 1.010429687500000062e+00 2.636718750000000000e-01 -2.998046875000000000e+00 -3.505859375000000000e+00 -4.443359375000000000e+00 7.480468750000000000e-01
2.836523437500000355e-01 6.538085937500000000e-01 5.700390625000000266e-01 3.675781250000000056e-02 8.854296874999999512e-01 1.513671875000000000e+00 -1.748046875000000000e+00 -2.255859375000000000e+00 4.306640625000000000e+00 1.998046875000000000e+00
4.736523437499999822e-01 9.038085937500000000e-01 7.500390625000000755e-01 5.675781250000000444e-02 9.854296875000000400e-01 -3.486328125000000000e+00 3.251953125000000000e+00 2.744140625000000000e+00 -6.933593750000000000e-01 9.980468750000000000e-01
3.786523437500000089e-01 5.288085937500000000e-01 8.400390625000000444e-01 4.675781250000000250e-02 1.035429687499999973e+00 4.013671875000000000e+00 7.519531250000000000e-01 -4.755859375000000000e+00 1.806640625000000000e+00 4.980468750000000000e-01
